Car_ID,Brand,Model_Year,Body_Type,Fuel_Type,Transmission,Engine_L,Horsepower,Mileage_kmpl,KM_Driven,Region,City,Selling_Price_Lakh,Profit_Lakh,Units_Sold
CAR10231,Hyundai,2023,Sedan,CNG,CVT,3.0,163,29.6,158662,West,Kolkata,12.49,1.34,8
CAR10232,Nissan,2017,SUV,Petrol,Automatic,4.0,275,18.0,81314,Central,Jaipur,14.2,1.34,4
CAR10233,Toyota,2026,Hatchback,Hybrid,CVT,2.2,171,33.3,33263,South,Mumbai,18.27,3.61,11
CAR10234,Maruti Suzuki,2018,Pickup,Electric,Manual,2.0,121,35.0,177270,East,Mumbai,11.92,2.05,6
CAR10235,Kia,2022,MUV,Petrol,Automatic,4.1,208,19.6,71958,West,Mumbai,17.0,2.73,9
CAR10236,Mahindra,2024,Convertible,Petrol,Manual,1.8,115,27.4,161531,South,Hyderabad,23.2,4.85,11
CAR10237,Tata,2019,Hatchback,Petrol,Automatic,4.2,231,15.5,95449,South,Indore,7.68,1.0,5
CAR10238,Hyundai,2019,Sedan,Electric,Automatic,1.5,76,35.0,47400,South,Pune,14.25,2.18,3
CAR10239,Mercedes-Benz,2021,Sedan,Diesel,CVT,2.3,105,23.1,70897,South,Jaipur,48.57,10.84,11
CAR10240,Tata,2025,SUV,Hybrid,Automatic,2.5,151,35.0,164301,West,Jaipur,21.23,2.24,9
CAR10241,Ford,2019,Sedan,Electric,Automatic,2.1,111,35.0,170319,South,Pune,18.06,3.52,9
CAR10242,Volkswagen,2023,Hatchback,Electric,Manual,0.8,64,35.0,29144,South,Pune,16.06,3.48,11
CAR10243,Honda,2021,Sedan,Diesel,Manual,1.8,112,21.5,177745,Central,Bengaluru,14.25,1.32,1
CAR10244,Tata,2018,Sedan,Diesel,AMT,2.2,167,28.6,154343,East,Indore,10.3,2.31,11
CAR10245,Tata,2024,Sedan,Hybrid,Manual,2.1,132,30.9,118349,Central,Ahmedabad,13.79,3.19,2
CAR10246,Honda,2025,Hatchback,Petrol,Manual,4.1,236,17.8,37081,West,Jaipur,13.15,2.69,2
CAR10247,Maruti Suzuki,2022,Sedan,Electric,DCT,1.0,47,35.0,107646,Central,Indore,8.13,1.56,3
CAR10248,Hyundai,2018,SUV,Petrol,DCT,2.4,131,26.2,79480,North,Chennai,13.74,2.4,2
CAR10249,Maruti Suzuki,2018,Sedan,Petrol,Automatic,1.0,41,29.5,26785,Central,Mumbai,6.01,0.82,1
CAR10250,Toyota,2021,Sedan,Electric,Automatic,4.7,241,30.8,177186,Central,Jaipur,20.98,3.88,2
CAR10251,Ford,2022,SUV,Petrol,CVT,4.1,186,20.6,110596,North,Kolkata,15.63,2.44,6
CAR10252,Kia,2022,MUV,Petrol,Manual,4.9,244,18.9,21983,South,Indore,20.41,4.88,5
CAR10253,Ford,2019,Sedan,Petrol,Automatic,4.6,293,20.0,64800,East,Pune,16.15,2.94,4
CAR10254,Mercedes-Benz,2022,SUV,Diesel,Automatic,2.1,150,26.2,151962,East,Bengaluru,95.16,9.35,2
CAR10255,Tata,2019,Pickup,Electric,CVT,3.7,194,35.0,82387,West,Chennai,18.16,2.25,11
CAR10256,Ford,2023,SUV,Petrol,CVT,2.1,150,25.1,91578,West,Pune,19.22,2.48,4
CAR10257,Mahindra,2024,Pickup,Petrol,Automatic,4.5,199,16.7,29932,South,Chennai,17.54,3.41,6
CAR10258,Honda,2023,MUV,Diesel,Manual,2.5,145,23.6,24423,West,Bengaluru,19.9,3.32,2
CAR10259,Ford,2017,Hatchback,CNG,Automatic,2.4,164,31.5,176136,Central,Bengaluru,9.71,1.1,3
CAR10260,Volkswagen,2026,SUV,Petrol,Manual,4.6,275,13.6,171685,East,Pune,31.48,3.4,3
CAR10261,Maruti Suzuki,2017,SUV,CNG,CVT,4.3,217,19.3,21679,Central,Delhi,9.96,1.33,11
CAR10262,Ford,2026,Pickup,CNG,Manual,4.9,259,26.0,101115,West,Delhi,19.74,3.39,2
CAR10263,Mercedes-Benz,2017,SUV,Petrol,Manual,1.1,117,31.9,124182,Central,Delhi,75.41,17.27,6
CAR10264,Skoda,2022,Hatchback,Electric,AMT,1.8,105,33.9,159112,Central,Ahmedabad,15.23,3.38,6
CAR10265,Jeep,2018,SUV,Hybrid,Automatic,2.1,105,32.3,102941,North,Delhi,28.24,6.78,1
CAR10266,Volkswagen,2017,Hatchback,Diesel,CVT,2.6,202,22.6,157093,Central,Kolkata,12.23,2.28,4
CAR10267,Hyundai,2023,MUV,Diesel,Manual,2.8,123,22.5,26156,North,Mumbai,14.98,3.54,1
CAR10268,Audi,2024,SUV,Electric,CVT,2.0,129,35.0,7561,Central,Hyderabad,54.29,9.49,2
CAR10269,Tata,2018,MUV,Electric,Manual,4.1,200,28.3,86356,Central,Delhi,17.84,2.68,8
CAR10270,Volkswagen,2026,Convertible,Hybrid,Manual,1.7,68,29.6,51347,South,Delhi,32.52,4.9,7
CAR10271,Mercedes-Benz,2020,SUV,CNG,Automatic,3.7,217,25.2,137151,North,Kolkata,67.81,10.63,6
CAR10272,Toyota,2020,SUV,Diesel,Manual,4.4,283,19.0,63961,East,Pune,21.31,4.39,3
CAR10273,Ford,2019,MUV,Electric,Automatic,3.3,214,30.7,76228,South,Mumbai,19.82,3.21,7
CAR10274,Jeep,2021,Coupe,Electric,Manual,2.3,152,35.0,98601,East,Kolkata,41.13,3.83,10
CAR10275,Hyundai,2018,Convertible,Petrol,Manual,1.6,63,24.9,173254,North,Jaipur,15.9,2.76,10
CAR10276,Kia,2021,Hatchback,Petrol,AMT,1.4,89,25.4,17576,North,Pune,9.07,0.99,2
CAR10277,Kia,2019,SUV,Petrol,Manual,3.9,252,21.5,101700,East,Ahmedabad,17.73,3.24,8
CAR10278,Maruti Suzuki,2017,Sedan,Electric,Automatic,2.8,160,34.9,73069,West,Chennai,9.11,1.34,3
CAR10279,Toyota,2020,Convertible,Petrol,AMT,1.0,62,30.1,11301,South,Indore,25.92,4.35,10
CAR10280,Honda,2023,SUV,Hybrid,Manual,4.9,292,22.4,147561,South,Mumbai,20.42,2.79,6
CAR10281,Mercedes-Benz,2024,SUV,Petrol,AMT,3.6,225,17.2,164947,North,Pune,88.31,9.31,9
CAR10282,Kia,2020,Hatchback,Petrol,Manual,4.3,232,18.8,35308,South,Kolkata,10.56,1.84,6
CAR10283,Mahindra,2020,Sedan,Diesel,Automatic,2.6,170,23.9,137954,South,Delhi,11.81,1.49,8
CAR10284,Kia,2024,SUV,Petrol,Manual,4.8,345,14.8,127723,South,Indore,19.12,2.06,11
CAR10285,Hyundai,2023,Sedan,CNG,CVT,1.6,92,27.0,128433,South,Ahmedabad,10.68,1.3,2
CAR10286,Jeep,2025,Hatchback,Petrol,Automatic,1.6,88,26.7,85557,South,Bengaluru,17.61,4.16,10
CAR10287,Ford,2026,Convertible,CNG,Automatic,4.5,254,21.9,61033,West,Delhi,29.69,7.12,6
CAR10288,Volkswagen,2025,MUV,Petrol,DCT,4.5,231,14.8,17373,South,Pune,22.9,2.46,2
CAR10289,Volkswagen,2026,Hatchback,CNG,Automatic,2.9,179,30.9,11110,West,Hyderabad,13.04,1.7,5
CAR10290,Kia,2021,Sedan,Diesel,CVT,1.3,83,25.0,36040,West,Delhi,16.09,1.55,1
CAR10291,Nissan,2020,Pickup,Petrol,AMT,2.1,105,28.4,97374,West,Indore,13.9,2.73,6
CAR10292,Mercedes-Benz,2020,SUV,Petrol,DCT,4.0,268,20.5,29680,East,Ahmedabad,64.91,7.91,6
CAR10293,Jeep,2019,SUV,Petrol,CVT,4.4,267,20.3,125154,Central,Kolkata,22.94,2.75,5
CAR10294,Mercedes-Benz,2024,Sedan,Diesel,DCT,2.3,102,23.8,113450,South,Bengaluru,77.4,8.62,5
CAR10295,Volkswagen,2024,Sedan,Electric,Manual,1.1,69,31.4,65301,Central,Bengaluru,25.68,3.5,7
CAR10296,Kia,2025,Hatchback,Petrol,AMT,3.6,204,17.9,20281,South,Kolkata,9.75,2.14,10
CAR10297,Nissan,2018,MUV,Diesel,CVT,3.9,239,20.3,95547,North,Delhi,16.4,2.26,5
CAR10298,Hyundai,2021,Hatchback,Diesel,Automatic,2.6,164,24.9,149033,Central,Chennai,11.31,1.69,1
CAR10299,Mercedes-Benz,2019,Hatchback,Diesel,Manual,3.2,173,17.0,73907,Central,Bengaluru,44.6,8.47,7
CAR10300,Toyota,2025,MUV,Hybrid,DCT,4.9,258,25.1,146165,North,Mumbai,31.61,6.6,11
CAR10301,Audi,2019,Pickup,Diesel,Manual,1.8,99,22.3,55086,East,Mumbai,53.15,5.7,5
CAR10302,Nissan,2018,MUV,Hybrid,Automatic,3.2,185,30.0,19010,East,Chennai,16.6,3.63,2
CAR10303,Toyota,2022,SUV,CNG,Automatic,3.4,224,26.8,118747,South,Chennai,18.36,3.24,10
CAR10304,Skoda,2025,SUV,Petrol,Manual,3.1,203,24.8,160434,East,Chennai,25.16,3.69,5
CAR10305,Volkswagen,2026,SUV,Petrol,AMT,4.5,270,22.4,159635,West,Pune,28.18,2.66,5
CAR10306,Ford,2017,Sedan,Petrol,Manual,3.3,206,23.5,172853,East,Hyderabad,15.31,2.13,4
CAR10307,Mercedes-Benz,2020,SUV,Diesel,AMT,2.9,168,25.6,23858,East,Mumbai,95.33,18.52,9
CAR10308,Volkswagen,2018,SUV,Petrol,CVT,1.3,158,25.8,12606,Central,Indore,19.84,4.58,2
CAR10309,Mercedes-Benz,2020,SUV,CNG,Automatic,3.8,253,34.3,104661,South,Ahmedabad,93.9,18.06,7
CAR10310,Honda,2022,Pickup,Diesel,AMT,1.4,49,23.0,171307,West,Kolkata,19.82,3.89,4
CAR10311,Tata,2019,Pickup,Diesel,Manual,0.9,54,26.3,179634,South,Delhi,12.73,1.49,5
CAR10312,Mahindra,2017,Hatchback,Electric,CVT,2.9,179,35.0,53905,Central,Indore,9.26,1.7,3
CAR10313,Honda,2022,Sedan,Petrol,DCT,3.2,167,24.6,70658,South,Ahmedabad,13.04,2.94,9
CAR10314,Mercedes-Benz,2017,Hatchback,Electric,Manual,5.0,238,31.5,121333,Central,Kolkata,48.67,5.33,5
CAR10315,BMW,2019,Sedan,Petrol,AMT,3.8,183,22.9,164881,West,Mumbai,42.03,9.97,11
CAR10316,Tata,2017,Sedan,Diesel,Automatic,4.4,256,13.2,35592,South,Mumbai,13.09,3.14,10
CAR10317,Mahindra,2017,Hatchback,CNG,Automatic,2.3,83,34.2,175741,West,Bengaluru,7.76,1.31,9
CAR10318,Mahindra,2021,MUV,Electric,AMT,2.9,123,34.4,148054,South,Bengaluru,18.7,4.29,5
CAR10319,Jeep,2025,SUV,Electric,Automatic,4.9,308,34.0,16917,South,Bengaluru,41.68,8.9,11
CAR10320,Maruti Suzuki,2024,Pickup,Petrol,Automatic,2.6,137,17.7,152334,South,Kolkata,10.23,0.94,7
CAR10321,Mercedes-Benz,2017,Hatchback,Electric,Manual,4.2,214,32.7,117285,West,Delhi,55.33,6.27,5
CAR10322,Honda,2017,Hatchback,Diesel,Automatic,3.0,153,21.1,176209,South,Chennai,9.3,1.17,4
CAR10323,Tata,2020,Sedan,Diesel,CVT,1.7,57,27.6,41641,East,Jaipur,10.28,1.43,11
CAR10324,Skoda,2023,Hatchback,Petrol,Manual,3.2,188,23.3,178693,East,Jaipur,13.52,3.15,3
CAR10325,Jeep,2024,Sedan,Petrol,Automatic,1.7,73,27.0,13323,North,Delhi,22.42,2.57,10
CAR10326,BMW,2025,Pickup,Diesel,Manual,0.8,31,24.9,18275,South,Pune,76.58,12.97,3
CAR10327,BMW,2020,Sedan,Petrol,CVT,1.8,108,25.5,83349,South,Indore,48.85,11.0,9
CAR10328,Toyota,2018,Hatchback,Hybrid,Automatic,1.6,82,32.6,120143,South,Hyderabad,12.23,2.38,4
CAR10329,Ford,2017,SUV,Electric,Automatic,2.4,139,35.0,34210,Central,Chennai,23.5,3.87,10
CAR10330,Volkswagen,2018,SUV,CNG,Manual,4.5,223,27.2,52783,South,Kolkata,18.37,4.37,10
CAR10331,Volkswagen,2017,SUV,Petrol,Automatic,2.4,166,24.7,73226,East,Bengaluru,17.36,3.51,9
CAR10332,Audi,2025,Sedan,CNG,DCT,4.3,238,20.9,26976,West,Chennai,47.54,9.01,11
CAR10333,Mercedes-Benz,2019,Coupe,Petrol,Automatic,3.1,193,22.9,35795,West,Indore,93.01,15.85,6
CAR10334,Nissan,2025,Hatchback,Diesel,Automatic,0.8,18,35.0,31039,West,Pune,12.7,3.04,10
CAR10335,Hyundai,2022,SUV,Electric,AMT,1.6,113,35.0,171956,East,Kolkata,17.48,2.71,7
CAR10336,Nissan,2022,SUV,Petrol,Automatic,4.7,296,9.8,168876,Central,Mumbai,19.14,4.03,1
CAR10337,Jeep,2021,Convertible,Petrol,Automatic,3.3,184,22.3,114999,Central,Indore,33.16,4.99,5
CAR10338,Mercedes-Benz,2025,Sedan,Petrol,Automatic,4.7,299,21.5,124638,South,Mumbai,97.74,19.95,1
CAR10339,BMW,2017,SUV,Diesel,Manual,2.1,158,24.4,28991,North,Ahmedabad,69.85,12.54,8
CAR10340,Jeep,2017,Hatchback,Electric,AMT,3.8,206,31.5,13830,South,Chennai,19.22,2.81,2
CAR10341,Tata,2021,Hatchback,Petrol,CVT,4.0,238,19.6,70973,Central,Bengaluru,7.6,1.08,4
CAR10342,Mercedes-Benz,2020,Hatchback,Petrol,CVT,4.9,271,19.9,177240,Central,Mumbai,44.35,10.44,10
CAR10343,Tata,2022,MUV,Diesel,CVT,0.9,51,24.4,88631,West,Chennai,13.71,2.19,9
CAR10344,Kia,2024,Sedan,Petrol,Automatic,4.8,296,22.0,146367,West,Pune,14.12,1.66,4
CAR10345,Skoda,2022,MUV,Hybrid,Manual,2.4,110,31.1,69724,South,Kolkata,18.45,3.86,6
CAR10346,BMW,2019,Hatchback,CNG,Automatic,4.3,237,21.9,59106,East,Delhi,33.8,5.41,7
CAR10347,Jeep,2020,Convertible,Hybrid,DCT,3.1,200,32.9,147123,North,Bengaluru,41.23,7.13,4
CAR10348,Jeep,2024,Coupe,CNG,AMT,3.2,219,22.7,87401,East,Mumbai,31.73,3.57,9
CAR10349,Ford,2019,Hatchback,Diesel,Automatic,2.3,117,22.8,133090,North,Kolkata,11.21,1.95,2
CAR10350,Ford,2022,Hatchback,Electric,AMT,4.3,194,30.0,132150,North,Indore,18.29,1.8,5
CAR10351,Kia,2022,Hatchback,Petrol,AMT,1.9,48,31.9,132240,Central,Indore,9.21,1.31,3
CAR10352,Toyota,2024,Coupe,Petrol,CVT,2.9,246,21.0,123305,Central,Indore,29.41,4.58,8
CAR10353,Mercedes-Benz,2024,Sedan,Hybrid,AMT,3.2,184,22.9,146649,West,Mumbai,79.15,15.53,8
CAR10354,Hyundai,2021,SUV,Petrol,Automatic,3.9,225,18.9,86039,West,Kolkata,17.23,2.59,9
CAR10355,Jeep,2020,SUV,CNG,Manual,2.8,188,29.6,58056,South,Delhi,27.87,6.14,5
CAR10356,Jeep,2020,MUV,Hybrid,Automatic,3.7,180,30.5,94668,East,Kolkata,28.22,5.01,3
CAR10357,Ford,2021,SUV,CNG,Automatic,2.8,171,35.0,61804,West,Hyderabad,16.75,3.31,1
CAR10358,Skoda,2019,SUV,Petrol,DCT,3.6,199,25.6,12561,East,Ahmedabad,15.57,2.17,10
CAR10359,Honda,2023,Pickup,Diesel,Automatic,3.6,163,21.9,68317,South,Chennai,14.92,1.87,4
CAR10360,Maruti Suzuki,2019,Hatchback,Hybrid,Automatic,3.8,156,25.2,92610,South,Delhi,6.46,0.65,9
CAR10361,Nissan,2023,Coupe,Petrol,Automatic,4.3,232,24.6,96068,Central,Kolkata,18.94,3.91,5
CAR10362,Skoda,2024,Hatchback,Diesel,Automatic,3.1,196,21.5,64543,South,Kolkata,12.63,1.36,4
CAR10363,BMW,2026,SUV,Hybrid,Automatic,1.6,88,31.2,131958,Central,Pune,82.36,9.32,3
CAR10364,Skoda,2018,Convertible,CNG,Manual,3.7,217,24.9,54883,West,Delhi,23.58,2.61,9
CAR10365,Honda,2024,SUV,Hybrid,CVT,1.1,109,30.6,118326,Central,Pune,26.14,3.37,4
CAR10366,Kia,2017,SUV,Petrol,Automatic,1.7,119,24.5,52183,East,Kolkata,11.63,2.32,4
CAR10367,Kia,2020,Sedan,Diesel,Automatic,4.1,218,19.5,177657,South,Ahmedabad,13.22,1.43,8
CAR10368,Mercedes-Benz,2018,Sedan,Diesel,Manual,2.6,146,26.0,118565,North,Indore,57.5,8.63,6
CAR10369,Toyota,2018,Sedan,Petrol,Automatic,2.9,149,21.9,102446,East,Bengaluru,13.45,1.73,9
CAR10370,Maruti Suzuki,2018,SUV,Diesel,AMT,4.9,325,14.4,80120,South,Ahmedabad,10.75,2.25,2
CAR10371,Audi,2017,SUV,Petrol,CVT,1.8,171,20.9,137294,North,Mumbai,55.32,11.97,11
CAR10372,Tata,2025,Sedan,Petrol,Manual,0.9,86,28.5,79515,Central,Indore,13.05,2.59,3
CAR10373,Hyundai,2017,Sedan,Diesel,DCT,1.3,18,27.1,145566,Central,Kolkata,11.44,1.87,2
CAR10374,Audi,2020,Sedan,Petrol,AMT,1.8,88,24.0,32857,South,Ahmedabad,43.76,7.77,2
CAR10375,Skoda,2023,Sedan,Diesel,Manual,3.8,209,19.5,148534,West,Ahmedabad,18.62,1.99,4
CAR10376,Honda,2026,Hatchback,Petrol,Manual,4.1,237,21.3,173326,East,Pune,13.81,3.29,5
CAR10377,Maruti Suzuki,2025,Convertible,Hybrid,Manual,3.2,133,33.5,47453,East,Chennai,16.83,3.84,1
CAR10378,Maruti Suzuki,2018,SUV,Petrol,CVT,1.9,86,23.1,44187,West,Ahmedabad,8.21,1.57,7
CAR10379,Audi,2026,Hatchback,CNG,Manual,3.0,198,28.1,172103,East,Kolkata,36.12,7.76,7
CAR10380,BMW,2023,SUV,Petrol,Automatic,0.9,61,30.7,76069,Central,Pune,74.65,13.36,9
CAR10381,Toyota,2018,Coupe,Diesel,AMT,3.7,201,18.8,126689,North,Pune,25.81,3.42,1
CAR10382,Jeep,2021,Sedan,Petrol,CVT,3.4,159,21.8,38285,West,Kolkata,21.08,1.92,2
CAR10383,Jeep,2026,Hatchback,Petrol,Automatic,0.9,59,27.7,79820,Central,Mumbai,16.11,3.38,3
CAR10384,BMW,2020,Hatchback,Diesel,AMT,4.2,210,16.0,128049,Central,Bengaluru,47.02,9.41,5
CAR10385,Toyota,2018,Hatchback,Electric,Manual,4.0,226,32.9,161597,North,Indore,15.57,1.94,7
CAR10386,Honda,2025,MUV,CNG,CVT,2.1,91,30.1,81322,North,Hyderabad,16.54,3.29,3
CAR10387,Honda,2026,Pickup,Petrol,Manual,3.5,149,23.3,18149,West,Pune,18.78,2.52,4
CAR10388,Nissan,2026,Hatchback,Petrol,Manual,3.3,217,18.5,77388,Central,Bengaluru,11.99,1.83,6
CAR10389,Skoda,2026,MUV,Hybrid,DCT,1.4,87,33.7,117509,Central,Ahmedabad,23.17,2.59,6
CAR10390,Ford,2025,Hatchback,Diesel,Manual,1.6,80,30.3,158141,Central,Kolkata,13.34,3.13,6
CAR10391,Maruti Suzuki,2021,SUV,Petrol,Manual,3.7,215,27.4,150928,North,Bengaluru,9.54,0.89,8
CAR10392,Ford,2018,MUV,Hybrid,Automatic,4.7,295,29.6,137908,East,Mumbai,21.68,2.07,9
CAR10393,Audi,2023,Sedan,Diesel,Manual,3.2,191,18.8,33927,West,Chennai,56.08,13.27,10
CAR10394,Volkswagen,2019,Hatchback,Hybrid,Manual,3.2,205,30.7,95978,West,Hyderabad,11.8,1.95,11
CAR10395,Mahindra,2021,SUV,Petrol,Automatic,3.5,203,20.2,105819,West,Bengaluru,13.48,2.42,5
CAR10396,Skoda,2023,Pickup,Diesel,AMT,2.7,150,24.4,87003,South,Bengaluru,22.61,4.56,4
CAR10397,Toyota,2026,Sedan,Petrol,AMT,1.0,65,25.3,166532,East,Bengaluru,17.96,1.68,4
CAR10398,Ford,2019,Hatchback,Hybrid,Manual,2.5,124,25.9,172982,East,Bengaluru,15.69,3.35,4
CAR10399,Mercedes-Benz,2019,Hatchback,Petrol,Automatic,4.6,251,17.9,41789,Central,Ahmedabad,56.57,11.34,6
CAR10400,Mercedes-Benz,2024,SUV,Electric,CVT,4.2,241,34.1,172380,South,Kolkata,103.4,24.69,7
CAR10401,Jeep,2017,SUV,Electric,Manual,4.7,293,31.6,153138,South,Kolkata,39.35,6.02,1
CAR10402,Maruti Suzuki,2022,MUV,Hybrid,Manual,1.4,44,34.8,128334,North,Mumbai,12.58,1.39,11
CAR10403,Mercedes-Benz,2024,MUV,Petrol,Manual,2.9,174,23.7,71752,North,Hyderabad,75.92,11.14,1
CAR10404,Jeep,2022,Pickup,Petrol,Automatic,3.3,189,23.3,138025,Central,Indore,19.84,2.82,5
CAR10405,Kia,2020,Coupe,Diesel,Manual,1.7,123,27.5,107579,Central,Ahmedabad,21.79,5.01,5
CAR10406,Kia,2025,Sedan,Diesel,AMT,1.6,99,25.3,162341,South,Kolkata,17.1,2.27,4
CAR10407,Hyundai,2020,SUV,CNG,DCT,4.1,241,25.4,129471,West,Chennai,14.13,2.52,3
CAR10408,Ford,2024,Sedan,Petrol,Manual,3.6,181,26.6,173754,East,Chennai,16.74,2.83,6
CAR10409,Jeep,2021,Sedan,CNG,Automatic,3.5,206,27.0,78365,Central,Delhi,18.11,2.76,1
CAR10410,Toyota,2017,Pickup,Petrol,Manual,1.9,119,25.6,19398,South,Delhi,15.64,1.47,9
CAR10411,Ford,2022,SUV,Petrol,Manual,2.9,172,23.3,91095,Central,Ahmedabad,21.52,2.75,8
CAR10412,BMW,2017,Pickup,Petrol,AMT,0.9,35,27.2,179534,South,Jaipur,49.18,6.76,9
CAR10413,Mercedes-Benz,2026,Sedan,Hybrid,Automatic,1.3,67,32.6,119633,West,Indore,81.39,14.26,9
CAR10414,Honda,2023,SUV,Petrol,DCT,3.0,176,23.4,128028,South,Pune,16.72,3.93,10
CAR10415,Toyota,2020,SUV,Petrol,Automatic,2.1,179,23.4,114432,West,Indore,20.1,3.2,2
CAR10416,Mahindra,2021,Hatchback,Electric,Manual,4.9,277,29.8,108730,South,Kolkata,12.51,1.76,10
CAR10417,Jeep,2023,Sedan,Diesel,Automatic,2.8,154,20.9,15737,Central,Bengaluru,28.42,3.82,7
CAR10418,Honda,2019,SUV,Petrol,Manual,1.2,68,27.4,77304,West,Bengaluru,15.08,2.24,2
CAR10419,Mercedes-Benz,2019,Hatchback,Petrol,CVT,0.9,68,29.6,20128,South,Bengaluru,38.66,7.54,11
CAR10420,Kia,2021,Pickup,Diesel,AMT,3.8,194,20.2,63868,Central,Ahmedabad,21.43,4.43,9
CAR10421,Skoda,2019,Hatchback,Petrol,Automatic,1.5,66,20.4,130969,West,Delhi,9.99,2.26,3
CAR10422,Mahindra,2024,Hatchback,Petrol,Automatic,1.6,107,27.9,145736,East,Indore,9.82,1.32,10
CAR10423,Maruti Suzuki,2018,MUV,Diesel,Automatic,2.6,153,24.1,44132,North,Ahmedabad,9.91,0.94,9
CAR10424,Volkswagen,2025,Hatchback,Petrol,AMT,1.9,42,22.5,119526,Central,Chennai,10.67,1.72,5
CAR10425,Hyundai,2020,Pickup,Diesel,Manual,3.4,183,24.2,44633,West,Ahmedabad,16.84,2.34,2
CAR10426,Ford,2022,MUV,Petrol,Manual,2.8,157,19.1,40123,West,Mumbai,21.51,2.93,9
CAR10427,Nissan,2018,Hatchback,Petrol,Manual,1.3,63,30.0,172999,Central,Kolkata,8.11,1.75,11
CAR10428,Nissan,2020,SUV,Petrol,Automatic,4.1,255,20.0,111734,West,Mumbai,10.19,2.15,3
CAR10429,Toyota,2024,SUV,Petrol,Automatic,2.6,123,17.0,39563,South,Mumbai,20.75,4.33,1
CAR10430,Mahindra,2019,MUV,Petrol,Manual,3.4,116,22.4,29704,South,Delhi,11.44,1.14,3
CAR10431,Honda,2018,Coupe,Petrol,Automatic,0.8,55,26.9,13661,North,Ahmedabad,20.93,4.97,4
CAR10432,Maruti Suzuki,2022,SUV,CNG,Automatic,3.4,219,25.2,91953,North,Ahmedabad,11.7,1.86,5
CAR10433,Nissan,2018,SUV,Electric,Manual,2.0,54,35.0,22714,West,Jaipur,17.59,3.23,11
CAR10434,Honda,2020,Sedan,Petrol,CVT,2.9,138,22.7,107105,Central,Indore,11.05,1.56,11
CAR10435,Hyundai,2021,SUV,Diesel,Automatic,2.1,92,23.5,80909,North,Indore,17.54,3.63,8
CAR10436,Honda,2022,Pickup,Diesel,Automatic,5.0,269,12.4,116244,East,Indore,18.54,1.78,3
CAR10437,Volkswagen,2023,SUV,Electric,Automatic,1.8,173,35.0,41312,North,Delhi,32.18,6.12,3
CAR10438,Skoda,2023,SUV,Petrol,Manual,4.6,273,18.2,30420,East,Ahmedabad,22.55,2.28,1
CAR10439,Honda,2025,SUV,Petrol,CVT,4.7,281,16.5,22636,West,Ahmedabad,23.59,3.58,9
CAR10440,Audi,2017,MUV,Petrol,Automatic,2.6,164,20.4,21729,Central,Mumbai,51.92,9.23,3
CAR10441,Jeep,2020,Pickup,Petrol,Automatic,2.1,116,27.3,17652,Central,Mumbai,28.9,3.75,10
CAR10442,Mercedes-Benz,2017,Hatchback,Petrol,CVT,2.4,127,20.3,50273,South,Indore,40.23,6.32,7
CAR10443,Honda,2017,Sedan,CNG,CVT,5.0,298,23.4,145075,Central,Jaipur,15.02,3.29,6
CAR10444,Kia,2019,SUV,CNG,CVT,3.4,224,25.1,111230,West,Chennai,16.78,2.25,11
CAR10445,Kia,2022,SUV,Petrol,Manual,3.1,203,21.0,48813,South,Delhi,17.8,2.72,2
CAR10446,Tata,2025,SUV,Diesel,Manual,1.0,77,24.3,168044,South,Chennai,16.23,2.52,6
CAR10447,Mercedes-Benz,2024,Hatchback,Petrol,AMT,4.4,233,17.6,138186,North,Delhi,60.59,7.83,3
CAR10448,Jeep,2023,Sedan,Diesel,Automatic,1.2,89,27.1,141346,Central,Pune,24.97,3.55,2
CAR10449,Kia,2024,SUV,Diesel,AMT,1.0,72,28.3,162248,South,Chennai,19.88,3.68,11
CAR10450,Mercedes-Benz,2018,SUV,Petrol,AMT,2.0,166,22.8,135499,South,Delhi,59.26,11.39,7
CAR10451,Jeep,2025,SUV,Electric,Manual,2.8,153,35.0,172438,East,Indore,42.49,8.6,2
CAR10452,Skoda,2025,MUV,CNG,Manual,4.6,289,26.6,62790,North,Jaipur,17.27,2.65,2
CAR10453,Kia,2017,SUV,Hybrid,Automatic,4.1,262,22.2,154827,Central,Indore,20.16,3.93,4
CAR10454,Toyota,2021,MUV,Hybrid,Manual,1.6,64,33.1,24548,West,Indore,21.22,4.71,10
CAR10455,Volkswagen,2025,SUV,Diesel,Automatic,2.4,170,21.4,57525,North,Delhi,20.55,2.52,2
CAR10456,Volkswagen,2021,SUV,Petrol,AMT,4.1,234,17.0,161089,North,Ahmedabad,21.53,4.49,9
CAR10457,Ford,2025,SUV,Petrol,Automatic,3.0,191,23.6,28343,North,Ahmedabad,26.55,5.72,2
CAR10458,Tata,2026,Hatchback,Diesel,AMT,1.5,70,24.8,92649,Central,Ahmedabad,9.01,1.01,4
CAR10459,Nissan,2021,Sedan,Petrol,Automatic,2.5,134,20.3,64595,East,Bengaluru,14.66,1.97,6
CAR10460,Honda,2017,SUV,Electric,AMT,3.4,236,35.0,22589,West,Chennai,23.87,2.99,2
CAR10461,Mahindra,2020,Convertible,Diesel,Manual,4.9,282,21.0,46288,North,Indore,24.92,4.67,5
CAR10462,Ford,2019,SUV,Petrol,AMT,3.6,195,15.6,98619,South,Delhi,16.36,2.41,3
CAR10463,Maruti Suzuki,2021,Hatchback,Petrol,AMT,0.9,23,23.4,115372,East,Pune,6.14,0.62,1
